"Time","D5 siloxane (370) (ppt)","Methanol (ppt)","Propyne (ppt)","Acetonitrile (ppt)","Acetaldehyde (ppt)","Formic Acid (ppt)","Butenes (ppt)","Acetone (ppt)","Acetic Acid (ppt)","Furan (ppt)","Isoprene (ppt)","MACR/MVK (ppt)","MEK (ppt)","Benzene (ppt)","Methylfurans (ppt)","Toluene (ppt)","Furaldehydes (ppt)","C8 Aromatics (ppt)","Methylfurfurals (ppt)","C9 Aromatics (ppt)","C10 Aromatics (ppt)","Monoterpenes (ppt)","Ozone (ppm)","Ambient Temperature","PM2.5 (ug/m3)"
2019-01-30 16:00:00,3.84530632821334,8570.67811188604,1858.0871359701,131.512211563841,1550.4039513392,615.418907593285,1295.88675345823,2151.3653826752,1254.04005606921,38.4673996406649,261.412193675319,119.07714801294,279.204558428628,617.952337407649,49.3274047506044,998.126334697269,50.2871617941135,929.75646678569,12.3941203799735,483.163667668624,229.870578861057,789.592452540797,0.007,-5,18.2
2019-01-30 17:00:00,3.47954838110614,7858.82932978684,1691.25606034235,123.208186307905,1491.27866335444,561.201560120931,1191.00994432137,1881.06212031608,1132.20064241076,40.6311642251849,235.891550715791,107.691103259688,227.064935183559,607.065278553716,51.7585016302512,923.179953190359,54.7891068359153,839.738522585494,14.2991244240298,459.387910605671,218.373566783536,443.999530050172,0.007,-5.5,13.7
2019-01-30 18:00:00,3.69554275957972,8032.8342469409,1793.8471021107,108.185919521514,1579.63490725739,660.350021299877,1317.036128652,1677.98936815267,1114.51875637349,44.901464513451,257.08302433465,116.392849699089,234.233964814322,618.454331169335,55.2405278888981,1008.22898868952,57.292878979726,902.531881191188,17.2594589593044,489.438726343433,234.126156260775,748.539456524644,0.004,-5.3,17.5
2019-01-30 19:00:00,4.93588603755634,9555.0407919533,2162.82076721467,122.156331158089,1857.04649487945,578.983027204456,1538.34268655317,2068.18752963518,1334.97407641934,62.7616152819904,314.742762544209,141.224889146707,256.956083722465,745.611563619894,77.7598803830611,1198.91632298629,83.7092860550335,1094.1658647825,29.0958589270442,576.68563408041,277.836384019449,1023.3375837261,0.002,-5.1,17.2
2019-01-30 20:00:00,5.49411011119081,9437.63778209637,2161.70760114641,121.526477550306,1763.04961865041,480.877028152528,1351.29471870191,1840.96827202535,1276.55778448137,70.0278597748962,285.580709770055,135.195001643289,230.087749316995,712.320397029995,84.9897188023695,1079.88845469019,95.8704573465916,1029.30974536294,35.0306092827256,553.0243622024,261.318790442054,297.682549097889,0.003,-5.3,17.4
2019-01-30 21:00:00,6.1458115465157,12000.7189001934,3008.92964006881,162.820599474712,2216.56189140083,486.59165027687,1777.74295350095,2143.38908526121,1488.75177533278,76.1805297441273,383.689382134815,171.687716948563,292.892181534349,852.620452769349,98.1688663530666,1383.16525274528,100.874995771903,1266.49014128155,37.2976909826383,694.868270838309,330.576852481348,1194.90841500453,0.005,-5.2,16.2
2019-01-30 22:00:00,6.79889717767248,11046.1603910807,2963.34919452104,154.704534223904,2029.64516867346,391.010812856573,1612.76971737135,2089.64265316664,1363.9477420059,87.6893702553776,345.031262415097,167.922863283143,272.094119369814,775.658106226338,112.671721314396,1244.21479018951,119.660273565531,1098.99139988513,45.2316577241732,604.517370099711,294.042868832368,939.806425506345,0.001,-4.9,17
2019-01-30 23:00:00,6.03441937142161,9372.65019704502,2497.64374523625,129.352413514478,1901.7218393954,371.567097776165,1336.34559576731,1941.79626010534,1395.58156331922,97.5721300401183,294.678204376809,162.168314551443,241.742741129585,703.976954616501,111.957000193228,1033.88233188933,134.880433632398,927.920489842086,51.9160004720664,500.665316396539,238.041179742877,393.133482202811,0.001,-4.9,15.9
2019-01-31 00:00:00,4.85702769110622,8665.36729692021,2040.74312928479,104.835707329646,1722.35354365555,407.646341111353,1141.96482237387,1880.38162441583,1361.6889415479,90.9265606094788,261.609269592938,159.492080063191,242.035409246744,571.87589805604,99.7401600859298,842.073168330605,127.255726844696,730.128163215629,48.5862247359889,378.009642262883,188.278246131399,793.509367127509,0.003,-5.3,20.2
2019-01-31 01:00:00,5.631313557128,8475.31879626365,2105.55160385976,115.536940559046,1704.47232786634,299.996147713423,1211.38885517675,1989.31458650265,1279.91813761502,81.2197254660061,286.579927289068,149.407538605865,241.870306562913,579.002352614175,92.7366661487044,878.205691215512,113.621506517883,760.91458907663,42.1543405914165,406.890945458598,204.824015552468,749.412442816159,0.003,-5.1,19.7
2019-01-31 02:00:00,5.74244115552307,8617.59297236829,2213.455951561,129.333930182664,1707.40084492623,354.797174431909,1235.72349659275,1959.82968924506,1299.35673292879,79.5555036634922,293.984780492826,150.818414418554,258.62622823435,585.434489193491,92.960786325942,909.438700447799,109.41536594917,781.827553984743,40.2723759999661,414.034665256235,205.684813658877,834.551386676947,0.001,-5.1,23.3
2019-01-31 03:00:00,6.00112680145473,9035.16592424891,2260.77265417782,122.085260436815,1726.81138000222,343.091660532592,1345.2339732207,2154.53895944987,1384.89049185806,74.92828433379,312.697575368062,143.422554138109,275.49230575219,585.086643717346,89.8024375239035,973.924416726946,102.638384869241,812.638760991646,36.611991075324,409.991004817757,205.264659024205,1313.62978454437,0.001,-5.2,18.7
2019-01-31 04:00:00,4.49350342261762,8193.67893546775,2099.067975835,106.680154420653,1548.70349655174,399.571042640771,1552.80802648679,1877.24259803303,1310.18108504076,66.8619014426813,286.090427260155,134.976840067086,267.699509502905,545.257559061405,78.0821305099877,872.232361494857,87.6966878213796,739.384879093177,28.898321653728,346.721908574334,180.97109167166,1262.33066295003,0.001,-5.4,21.5
2019-01-31 05:00:00,4.75008859234402,8141.29260459854,2110.43768465625,122.993174620728,1549.07095061268,436.981793944963,1519.73233544428,1938.92466533701,1233.32804369348,62.3308614987764,290.63502235886,133.695341127611,257.98267256813,557.459673143085,74.8908563278222,909.223293503797,81.1646564641903,779.56821078576,27.1265634890615,380.382722887952,196.273006252034,1301.05812086515,0.001,-5.1,24.3
2019-01-31 06:00:00,6.11129672656578,8630.62523398508,2294.76109438519,131.182974983459,1616.48690360692,572.985514075336,1627.8484400489,2010.77845605368,1184.41621938322,63.8162317298632,314.554997831092,138.656829644695,246.736012140442,597.713300805311,75.2053077863523,1040.44356180428,80.8711953225855,916.573425489197,27.1140925035249,470.132105336845,232.222070040974,1537.20251117981,0.001,-4.7,19.7
2019-01-31 07:00:00,7.7801558344905,9443.12367924132,2687.53555456154,135.098378804793,2009.54799151341,518.255127739376,1939.79815124153,2263.76516151869,1253.21146655648,68.6151975683506,373.25062022239,168.882534499142,260.565625055722,913.858997591772,84.4693883404551,1442.28845958824,94.2101526174165,1417.4252504251,31.7194969231636,806.493063608421,373.295891061147,1126.08219008695,0.001,-4.8,21.8
